region,location,latitude,longitude,area,murder_count,rape_count,gangrape_count,robbery_count,theft_count,assault_count,sexual_harassment_count,total_crime,crime_density,source_file,source_type,is_synthetic
Noida,Sector-135,51.6113555,19.8982345,5.045758166,3,30,8,11,256,29,22,359,71.1488716243,noida.csv,dummy,True
Noida,Sector-135,38.8777496,141.6136391,1.709275669,9,11,1,46,853,44,3,967,565.7367138244,noida.csv,dummy,True
Noida,Sector-136,53.2077345,34.3210714,3.69775634,0,9,10,47,889,34,19,1008,272.597734225,noida.csv,dummy,True
Noida,Sector-137,40.4501529,-7.9700042,2.204700729,3,17,8,44,837,32,18,959,434.9796720188,noida.csv,dummy,True
Noida,Sector-137,36.3573462,25.4459308,5.517317645,0,7,10,9,399,54,20,499,90.4424997992,noida.csv,dummy,True
Noida,Sector-138,4.392095,-75.687434,1.626392632,5,20,10,13,239,59,5,351,215.8150455763,noida.csv,dummy,True
Noida,Sector-14,56.6739933,16.2869539,3.908250504,10,25,5,10,861,30,9,950,243.0755139743,noida.csv,dummy,True
Noida,Sector-14 A,15.08333,-91.71667,2.163913715,5,13,5,3,829,42,10,907,419.1479511003,noida.csv,dummy,True
Noida,Sector-140,-6.9176355,112.4500076,4.196163788,7,16,7,47,505,54,12,648,154.4267651928,noida.csv,dummy,True
Noida,Sector-140 A,38.8665109,115.4841713,6.573018221,4,22,6,53,764,10,13,872,132.6635604347,noida.csv,dummy,True
Noida,Sector-141,-2.4944583,106.3228338,1.851378192,10,17,5,60,124,44,17,277,149.6182688102,noida.csv,dummy,True
Noida,Sector-142,13.447898,22.4649083,6.487452747,3,4,10,48,536,7,28,636,98.0353961413,noida.csv,dummy,True
Noida,Sector-142,-34.6761,-58.5404623,5.891723436,10,16,7,73,140,12,13,271,45.9967279428,noida.csv,dummy,True
Noida,Sector-143,61.2067486,62.8101616,3.973425249,0,4,5,38,487,46,17,597,150.24820214,noida.csv,dummy,True
Noida,Sector-143,53.1387595,-7.0625888,7.170454045,10,30,3,46,111,28,20,248,34.5863732539,noida.csv,dummy,True
Noida,Sector-143 A,46.465362,124.670305,4.717718011,5,19,1,16,810,12,27,890,188.650529329,noida.csv,dummy,True
Noida,Sector-143 B,43.4088284,16.9139651,5.063619291,8,11,6,10,731,15,18,799,157.7922734871,noida.csv,dummy,True
Noida,Sector-144,59.9050895,10.7673005,2.614850594,6,19,4,70,337,37,19,492,188.1560656387,noida.csv,dummy,True
Noida,Sector-145,50.9427305,39.4789854,6.14928414,8,3,1,60,601,27,5,705,114.6474913095,noida.csv,dummy,True
Noida,Sector-146,-7.8880228,114.2152731,3.250108055,0,19,9,51,379,36,21,515,158.4562701562,noida.csv,dummy,True
Noida,Sector-147,-11.9019296,-76.6658165,6.197766403,5,15,8,62,229,47,9,375,60.5056685935,noida.csv,dummy,True
Noida,Sector-148,50.7911439,15.0266516,6.747416725,3,4,8,29,125,26,26,221,32.753275662,noida.csv,dummy,True
Noida,Sector-149,-17.566223,-63.2238376,4.915219169,5,22,3,29,840,4,22,925,188.1909978367,noida.csv,dummy,True
Noida,Sector-15,-7.0353,113.9564,4.625860736,10,14,5,14,489,48,29,609,131.6511747231,noida.csv,dummy,True
Noida,Sector-15 A,-8.9837384,125.2203419,6.918828007,10,8,2,51,517,13,29,630,91.0558839391,noida.csv,dummy,True
Noida,Sector-150,9.7639,14.1539,4.187535223,9,25,5,6,706,37,26,814,194.3864246273,noida.csv,dummy,True
Noida,Sector-150,39.7537438,46.7464755,5.966209688,5,14,10,59,721,38,5,852,142.8042332662,noida.csv,dummy,True
Noida,Sector-151,28.002198,116.299392,2.951871635,4,23,2,77,586,19,27,738,250.0108714924,noida.csv,dummy,True
Noida,Sector-151,40.255866,113.140004,3.409452125,8,16,4,23,126,34,27,238,69.8059369289,noida.csv,dummy,True
Noida,Sector-152,61.1035855,23.179484,3.342473199,7,26,5,62,449,48,22,619,185.1922104223,noida.csv,dummy,True
Noida,Sector-152,6.6746161,-3.9725378,7.821438894,3,1,9,39,258,11,15,336,42.9588474133,noida.csv,dummy,True
Noida,Sector-153,6.6904032,122.0183229,3.993852744,4,10,4,78,285,18,11,410,102.6577658918,noida.csv,dummy,True
Noida,Sector-154,-19.8730077,47.0291162,4.994265185,8,25,10,16,645,1,26,731,146.3678785411,noida.csv,dummy,True
Noida,Sector-155,32.8904175,13.2306332,6.139890428,0,23,7,12,344,40,14,440,71.6625166458,noida.csv,dummy,True
Noida,Sector-156,-33.453544,-61.486922,7.234931431,2,22,6,78,578,34,6,726,100.3464935257,noida.csv,dummy,True
Noida,Sector-157,-23.668163,-46.4617086,5.932925878,1,11,3,80,837,39,26,997,168.04524791,noida.csv,dummy,True
Noida,Sector-158,49.909141,19.6159543,4.366395839,1,27,8,9,132,24,20,221,50.6138261735,noida.csv,dummy,True
Noida,Sector-159,49.2626871,30.830724,5.239173933,10,13,9,51,764,52,27,926,176.7454205266,noida.csv,dummy,True
Noida,Sector-16,40.9314367,20.0032794,7.447929405,2,10,5,42,418,35,26,538,72.2348414901,noida.csv,dummy,True
Noida,Sector-16 A,14.7634494,49.6044141,5.876228757,7,22,1,35,448,58,22,593,100.9150638143,noida.csv,dummy,True
Noida,Sector-16 B,49.4940668,18.0992378,4.881935106,6,10,2,76,138,10,18,260,53.2575698682,noida.csv,dummy,True
Noida,Sector-160,-4.436417,119.6499162,7.413584384,6,1,6,26,420,14,9,482,65.0157838684,noida.csv,dummy,True
Noida,Sector-161,31.9339724,118.670339,1.311867753,6,4,4,33,462,5,3,517,394.0946020037,noida.csv,dummy,True
Noida,Sector-162,19.3579802,-99.0806088,4.12740656,5,5,6,25,246,46,14,347,84.0721637076,noida.csv,dummy,True
Noida,Sector-163,48.9467896,2.257134,3.492406488,8,24,5,19,649,37,1,743,212.7472854471,noida.csv,dummy,True
Noida,Sector-164,52.78345,-67.08204,3.234962623,0,20,9,19,468,29,2,547,169.0900525746,noida.csv,dummy,True
Noida,Sector-165,14.6004472,121.030802,6.00938776,6,2,9,27,738,36,26,844,140.4469196709,noida.csv,dummy,True
Noida,Sector-166,10.142762,-85.454983,5.160370083,2,7,6,62,679,24,16,796,154.2525026688,noida.csv,dummy,True
Noida,Sector-167,-24.7057037,33.8801952,6.27570215,3,9,1,74,734,49,29,899,143.2509030085,noida.csv,dummy,True
Noida,Sector-167 B,38.5796262,141.2777515,7.724053325,5,27,6,19,318,58,4,437,56.5765125657,noida.csv,dummy,True
Noida,Sector-168,-29.4933611,-63.6964035,6.15558551,3,8,9,3,217,57,11,308,50.0358575963,noida.csv,dummy,True
Noida,Sector-168,43.4120877,17.2134482,3.193019006,2,7,10,10,758,60,6,853,267.1452936538,noida.csv,dummy,True
Noida,Sector-17,59.3687545,17.9778073,1.73866062,0,4,4,40,634,60,14,756,434.8174631113,noida.csv,dummy,True
Noida,Sector-18,36.608183,101.808485,5.597944541,6,7,3,66,723,3,2,810,144.695967255,noida.csv,dummy,True
Noida,Sector-19,46.9691061,54.0068191,7.658775189,0,13,4,25,432,55,22,551,71.9436184511,noida.csv,dummy,True
Noida,Sector-2,-23.510329,-47.5632863,3.323452348,7,16,6,66,124,33,15,267,80.3381460127,noida.csv,dummy,True
Noida,Sector-20,7.5909302,-80.365865,4.617783358,2,23,5,4,551,58,6,649,140.5436222719,noida.csv,dummy,True
Noida,Sector-21,56.2835999,44.0036677,1.422080073,6,24,9,38,692,9,12,790,555.5242739134,noida.csv,dummy,True
Noida,Sector-22,10.4113797,107.136224,6.941597953,5,15,1,6,622,46,9,704,101.4175705315,noida.csv,dummy,True
Noida,Sector-23,26.751281,116.19359,5.56636105,7,27,3,73,645,28,25,808,145.1576699287,noida.csv,dummy,True
Noida,Sector-24,43.6121586,3.8626074,1.633132178,4,29,8,66,391,39,23,560,342.8993730843,noida.csv,dummy,True
Noida,Sector-25,21.853708,106.761519,1.178634583,9,29,6,7,516,26,10,603,511.6089487763,noida.csv,dummy,True
Noida,Sector-25 A,33.613239,-4.191742,3.663936095,1,13,10,12,417,46,8,507,138.3757759017,noida.csv,dummy,True
Noida,Sector-26,38.895126,117.005412,3.242477433,3,19,8,47,864,27,10,978,301.6212202579,noida.csv,dummy,True
Noida,Sector-27,-8.694019,116.5226451,6.225123876,5,28,7,61,346,17,20,484,77.7494568206,noida.csv,dummy,True
Noida,Sector-28,58.0767446,11.8416522,4.617317337,5,17,2,40,302,35,23,424,91.8282130194,noida.csv,dummy,True
Noida,Sector-29,44.0427429,44.549842,2.044539074,6,30,3,38,229,6,2,314,153.5798478949,noida.csv,dummy,True
Noida,Sector-3,39.7546452,-8.5234076,6.307381063,10,6,7,44,272,44,6,389,61.6737749178,noida.csv,dummy,True
Noida,Sector-30,14.5001422,121.0394028,7.051850165,3,2,5,66,746,7,6,835,118.4086417695,noida.csv,dummy,True
Noida,Sector-31,41.0285386,72.7392711,4.799281523,1,1,9,9,850,60,15,945,196.9044731948,noida.csv,dummy,True
Noida,Sector-32,19.318366,109.948275,2.332477033,10,7,7,76,628,6,26,760,325.8338621335,noida.csv,dummy,True
Noida,Sector-33,22.000143,100.771678,2.131422138,1,10,4,49,818,9,15,906,425.0683071398,noida.csv,dummy,True
Noida,Sector-34,12.5350875,124.7907837,1.582300399,2,21,3,18,338,17,27,426,269.2282706048,noida.csv,dummy,True
Noida,Sector-35,45.5080397,-73.564543,3.851556958,0,30,6,40,727,48,13,864,224.3248663908,noida.csv,dummy,True
Noida,Sector-36,37.6453583,139.8670624,7.059539032,7,18,4,9,688,43,26,795,112.6135851642,noida.csv,dummy,True
Noida,Sector-37,57.5780197,48.9602971,7.910773881,9,28,5,52,456,57,14,621,78.5005372852,noida.csv,dummy,True
Noida,Sector-38,-31.7436794,-65.0052144,6.355711121,2,15,4,67,836,38,3,965,151.8319479329,noida.csv,dummy,True
Noida,Sector-39,56.8858071,59.8921899,4.850365142,0,3,6,29,691,14,17,760,156.6892342638,noida.csv,dummy,True
Noida,Sector-4,28.564921,93.419886,4.070902242,9,6,8,37,466,59,22,607,149.1069949402,noida.csv,dummy,True
Noida,Sector-40,-10.7246,123.0979,4.701485113,5,16,9,19,713,40,26,828,176.1145638238,noida.csv,dummy,True
Noida,Sector-41,30.671701,-96.3438274,4.714346789,6,12,5,29,481,46,11,590,125.1498938043,noida.csv,dummy,True
Noida,Sector-42,56.4177803,21.8525134,3.926752825,8,17,10,54,702,24,30,845,215.1905245016,noida.csv,dummy,True
Noida,Sector-43,14.1386669,-90.0034929,4.013538554,8,10,9,40,780,23,7,877,218.5104212157,noida.csv,dummy,True
Noida,Sector-44,46.60873,-81.20763,5.996324095,1,7,10,67,219,16,8,328,54.7001787768,noida.csv,dummy,True
Noida,Sector-45,-20.0859007,-45.2957103,3.193604433,6,24,4,71,867,44,13,1029,322.2064665765,noida.csv,dummy,True
Noida,Sector-46,48.455754,-123.3599687,2.304768205,6,15,3,39,437,12,7,519,225.1853348524,noida.csv,dummy,True
Noida,Sector-47,24.034527,112.047639,5.512797135,9,24,2,80,498,50,6,669,121.3540029893,noida.csv,dummy,True
Noida,Sector-48,58.9670963,5.7318798,3.465143725,0,18,10,27,794,29,17,895,258.2865448099,noida.csv,dummy,True
Noida,Sector-49,69.0474473,33.2898473,5.395667903,2,3,3,42,343,40,6,439,81.3615678155,noida.csv,dummy,True
Noida,Sector-5,14.9941724,-90.8072101,1.164259671,9,23,7,21,799,4,13,876,752.4094682826,noida.csv,dummy,True
Noida,Sector-50,29.8812097,80.7657804,5.603919695,10,7,10,52,898,51,29,1057,188.6179776886,noida.csv,dummy,True
Noida,Sector-51,-33.7309374,-70.7423218,5.54506505,3,22,8,60,494,7,23,617,111.2701103479,noida.csv,dummy,True
Noida,Sector-52,-0.4165288,31.3998995,6.537309079,0,6,9,33,502,33,9,592,90.5571379364,noida.csv,dummy,True
Noida,Sector-53,-7.6435908,111.3754214,2.880913204,10,30,9,60,102,15,12,238,82.6126936659,noida.csv,dummy,True
Noida,Sector-55,-12.6654745,-38.5900375,4.18617671,1,17,4,38,644,26,5,735,175.5778723445,noida.csv,dummy,True
Noida,Sector-56,-7.4720926,108.6324073,5.362255082,3,22,10,5,141,27,10,218,40.6545374411,noida.csv,dummy,True
Noida,Sector-57,9.97788,-84.762933,4.779094618,4,24,8,42,877,45,12,1012,211.7555898953,noida.csv,dummy,True
Noida,Sector-58,49.5671764,17.4114814,6.441343165,9,25,4,66,725,20,4,853,132.4257966312,noida.csv,dummy,True
Noida,Sector-59,49.1184617,26.3361413,4.206699625,0,4,1,9,879,24,2,919,218.4610459322,noida.csv,dummy,True
Noida,Sector-6,35.1541677,37.2089056,4.987039204,3,23,4,48,310,32,24,444,89.0307819605,noida.csv,dummy,True
Noida,Sector-60,31.2393596,-8.3143192,3.569378443,3,16,7,58,418,6,1,509,142.6018585948,noida.csv,dummy,True
Noida,Sector-61,-3.2023658,-45.0373171,2.251648968,1,24,5,73,698,5,25,831,369.0628565154,noida.csv,dummy,True
Noida,Sector-62,28.2279,118.036796,4.256643426,10,30,9,64,748,38,1,900,211.4342005963,noida.csv,dummy,True
Noida,Sector-62 A,-6.9278214,108.3474974,1.407744715,2,9,3,24,446,40,5,529,375.7783597859,noida.csv,dummy,True
Noida,Sector-63,-12.3625094,-76.2272716,5.830940048,6,22,9,36,347,5,3,428,73.4015435722,noida.csv,dummy,True
Noida,Sector-64,44.9263486,2.4396467,7.19469636,3,5,6,2,269,56,5,346,48.0909801731,noida.csv,dummy,True
Noida,Sector-65,-2.8429633,33.0817144,2.355946579,3,3,1,64,120,24,16,231,98.0497614246,noida.csv,dummy,True
Noida,Sector-66,47.854132,-0.607106,7.831553139,8,16,4,64,102,36,18,248,31.6667710221,noida.csv,dummy,True
Noida,Sector-67,-5.3629365,39.6526462,2.104588511,1,10,3,30,574,37,18,673,319.7774750183,noida.csv,dummy,True
Noida,Sector-68,23.9179637,120.6775054,3.562564596,6,2,8,5,734,3,17,775,217.5399151696,noida.csv,dummy,True
Noida,Sector-69,23.131797,113.407143,5.404791208,1,10,6,45,273,4,17,356,65.867484293,noida.csv,dummy,True
Noida,Sector-7,35.5205669,133.1274711,7.965106929,10,15,9,41,275,43,8,401,50.3445846458,noida.csv,dummy,True
Noida,Sector-70,42.079279,-8.4835185,6.809961139,6,1,10,43,532,32,18,642,94.2736657223,noida.csv,dummy,True
Noida,Sector-71,26.715349,113.271114,7.866287026,3,22,1,42,686,50,1,805,102.3354471225,noida.csv,dummy,True
Noida,Sector-72,41.3910706,23.200121,1.493983954,5,2,3,8,897,19,12,946,633.2062653465,noida.csv,dummy,True
Noida,Sector-73,32.6963741,128.841093,5.813837821,2,17,8,67,752,38,1,885,152.2230284449,noida.csv,dummy,True
Noida,Sector-74,42.5246357,87.5395855,7.555281639,2,1,8,54,845,51,29,990,131.0341622329,noida.csv,dummy,True
Noida,Sector-75,1.1706966,33.7098569,1.843379524,2,7,4,49,753,7,18,840,455.6847838785,noida.csv,dummy,True
Noida,Sector-76,35.9676772,126.7366293,1.498721345,2,17,6,40,150,48,14,277,184.8242176066,noida.csv,dummy,True
Noida,Sector-77,-14.68055,-69.534882,5.08017034,1,23,2,31,297,45,19,418,82.2807055718,noida.csv,dummy,True
Noida,Sector-78,19.4102526,-99.0073673,3.681803645,5,20,8,67,377,7,2,486,132.0005211739,noida.csv,dummy,True
Noida,Sector-79,40.6998888,-73.8076421,2.283545871,8,20,7,60,829,53,23,1000,437.9154422513,noida.csv,dummy,True
Noida,Sector-8,13.434798,123.1899735,7.730612301,9,26,4,68,412,3,17,539,69.7228083641,noida.csv,dummy,True
Noida,Sector-80,43.0138941,59.3627834,7.011694861,6,9,4,48,705,34,22,828,118.0884246126,noida.csv,dummy,True
Noida,Sector-81,13.7362437,124.1066725,3.004394632,8,3,4,47,280,25,21,388,129.1441529909,noida.csv,dummy,True
Noida,Sector-82,37.1029277,-8.0989597,3.352262802,9,6,8,25,777,40,17,882,263.1058637389,noida.csv,dummy,True
Noida,Sector-83,38.7777943,-9.2518104,1.385263359,3,1,10,44,406,12,10,486,350.8358153289,noida.csv,dummy,True
Noida,Sector-84,53.8653,30.5597,7.642222784,5,21,4,58,217,53,17,375,49.0694933397,noida.csv,dummy,True
Noida,Sector-85,39.9929963,116.4690641,4.547342982,1,20,2,56,625,50,29,783,172.1884632629,noida.csv,dummy,True
Noida,Sector-86,9.0965232,123.1989242,3.742546772,0,25,6,22,863,43,21,980,261.8537749032,noida.csv,dummy,True
Noida,Sector-87,54.2732308,32.014211,7.702685118,10,26,9,9,630,12,18,714,92.6949484578,noida.csv,dummy,True
Noida,Sector-88,39.7537438,46.7464755,4.175977978,8,24,8,69,626,34,10,779,186.543129323,noida.csv,dummy,True
Noida,Sector-89,10.108752,123.2710674,6.378604701,4,2,8,46,800,56,5,921,144.3889444749,noida.csv,dummy,True
Noida,Sector-9,-23.2987827,-45.9662542,6.542466083,5,16,1,10,888,21,1,942,143.9824048072,noida.csv,dummy,True
Noida,Sector-90,-6.985714,110.431156,6.725204795,5,24,5,71,323,60,30,518,77.0236767191,noida.csv,dummy,True
Noida,Sector-91,-6.8008183,107.1781769,2.430828624,0,26,2,10,724,47,13,822,338.1562944768,noida.csv,dummy,True
Noida,Sector-92,51.40698,91.29244,7.595800227,6,18,3,49,551,46,15,688,90.5763684456,noida.csv,dummy,True
Noida,Sector-93 A,49.6666528,-103.8451959,6.309648949,10,18,4,17,660,54,22,785,124.4126268109,noida.csv,dummy,True
Noida,Sector-93 B,11.1856085,124.9202302,3.339011411,8,17,2,68,323,2,19,439,131.476040649,noida.csv,dummy,True
Noida,Sector-94,30.978349,107.980213,6.901830408,7,22,3,51,415,33,6,537,77.8054469982,noida.csv,dummy,True
Noida,Sector-94 A,28.73733,118.626991,1.60068278,6,18,4,13,309,36,19,405,253.017028146,noida.csv,dummy,True
Noida,Sector-95,59.4369608,24.7535747,2.852970382,10,19,6,75,417,17,11,555,194.5340910307,noida.csv,dummy,True
Noida,Sector-96,7.1801552,79.8842521,7.95610929,3,25,1,3,289,42,24,387,48.641865753,noida.csv,dummy,True
Noida,Sector-97,40.6108358,43.1000425,6.54563409,4,22,7,51,447,12,25,568,86.7753974925,noida.csv,dummy,True
Noida,Sector-98,49.8529322,14.7029932,7.214952774,3,28,6,46,376,20,1,480,66.5285019924,noida.csv,dummy,True
Noida,Sector-99,-35.5364676,-71.4893705,6.755251316,6,13,8,46,475,42,16,606,89.7079874089,noida.csv,dummy,True
Noida,Sorkha,47.498123,33.9169021,5.289964824,2,29,1,73,651,60,29,845,159.7364118881,noida.csv,dummy,True
Gurgaon,Ashok Vihar Ph. II,-5.5775197,12.1927103,7.615220742,4,22,1,5,474,47,7,560,73.5369359566,gurgaon.csv,dummy,True
Gurgaon,Ashok Vihar Ph. III,54.0481202,22.2939742,4.905391965,9,9,6,44,290,25,17,400,81.5429231454,gurgaon.csv,dummy,True
Gurgaon,Bhondsi,36.13521,107.382043,1.321636837,10,16,9,25,402,40,21,523,395.7214155646,gurgaon.csv,dummy,True
Gurgaon,Bissar Akbarpur,-35.7549893,174.2077912,1.222541653,6,17,7,62,755,47,21,915,748.4407568075,gurgaon.csv,dummy,True
Gurgaon,Budhera,43.475292,43.61997,6.952969091,2,23,6,65,215,44,9,364,52.3517356738,gurgaon.csv,dummy,True
Gurgaon,Choma,51.9601912,7.5468477,3.116521605,9,15,1,45,813,12,24,919,294.8800350126,gurgaon.csv,dummy,True
Gurgaon,Civil Lines,25.66145,114.765412,1.621146091,8,9,9,48,629,27,10,740,456.4671895446,gurgaon.csv,dummy,True
Gurgaon,DLF Phase 1,-19.0153937,-65.5366243,4.28559276,0,22,9,41,149,57,24,302,70.4686648761,gurgaon.csv,dummy,True
Gurgaon,DLF Phase 2,24.4752847,101.3431058,2.457811476,6,24,6,34,756,18,18,862,350.7185186566,gurgaon.csv,dummy,True
Gurgaon,DLF Phase 3,37.489877,117.509921,5.743700166,8,19,5,30,679,47,11,799,139.1089327277,gurgaon.csv,dummy,True
Gurgaon,DLF Phase 4,44.5597467,16.7228288,5.822627041,9,23,5,72,229,34,27,399,68.5257697583,gurgaon.csv,dummy,True
Gurgaon,DLF Phase 5,23.12911,113.264385,5.368441853,5,1,7,21,205,2,6,247,46.0096256537,gurgaon.csv,dummy,True
Gurgaon,Dwarka Exprsswy,-5.0395725,-42.8036388,1.740984959,8,16,9,9,586,36,5,669,384.2652382157,gurgaon.csv,dummy,True
Gurgaon,Farukh Nagar,-29.3652193,-51.9580164,1.086880943,1,6,9,80,193,59,9,357,328.4628388226,gurgaon.csv,dummy,True
Gurgaon,Garhi Harsaru,-6.8482297,106.6802549,6.789984653,1,20,1,28,662,20,8,740,108.9840460351,gurgaon.csv,dummy,True
Gurgaon,Ggn-Fbd Road,39.999174,118.701144,6.436443417,10,28,10,77,458,46,21,650,100.9874487956,gurgaon.csv,dummy,True
Gurgaon,Golf Course Extn,-12.0575891,-76.9423651,3.853957788,1,29,7,72,340,19,18,486,126.1041315796,gurgaon.csv,dummy,True
Gurgaon,Golf Course Road,13.648096,16.493598,6.624647945,2,29,9,34,175,30,4,283,42.7192512492,gurgaon.csv,dummy,True
Gurgaon,Gwal Pahari,27.483293,120.562211,5.762563408,5,1,5,51,530,20,6,618,107.243939241,gurgaon.csv,dummy,True
Gurgaon,Jhajjar Road,43.6422125,-79.3744257,1.995058774,4,6,10,3,371,24,4,422,211.5225904618,gurgaon.csv,dummy,True
Gurgaon,Jyoti Park,-11.9148486,43.4969735,4.363468315,10,25,5,40,332,50,19,481,110.2334118817,gurgaon.csv,dummy,True
Gurgaon,Khandsa Road,40.4749958,22.9587865,1.736308278,3,17,10,62,527,17,21,657,378.3890270665,gurgaon.csv,dummy,True
Gurgaon,Krishna Colony,-12.8490559,45.1394745,7.046597649,4,19,5,77,776,24,12,917,130.1337249091,gurgaon.csv,dummy,True
Gurgaon,Manesar,5.0377396,7.9127945,5.609034045,1,24,3,65,784,41,18,936,166.8736528412,gurgaon.csv,dummy,True
Gurgaon,Mankrola,53.231395,-6.124065,7.693027509,3,3,10,47,204,42,12,321,41.7260954318,gurgaon.csv,dummy,True
Gurgaon,Maruti Kunj,7.7734885,99.6230001,4.248161111,0,15,3,70,883,2,12,985,231.8650291886,gurgaon.csv,dummy,True
Gurgaon,MG Road,22.517585,113.39277,4.618563355,2,8,2,62,819,42,16,951,205.9081854903,gurgaon.csv,dummy,True
Gurgaon,New Colony,53.63918,15.62129,1.082848556,0,11,3,32,538,57,13,654,603.9625729528,gurgaon.csv,dummy,True
Gurgaon,New Gurgaon,-8.0806,111.7084,4.099791475,5,5,5,9,661,53,8,746,181.9604739775,gurgaon.csv,dummy,True
Gurgaon,NH 8,38.253338,109.503758,6.221654621,1,29,3,44,230,48,12,367,58.9875237949,gurgaon.csv,dummy,True
Gurgaon,Nirvana Country,-6.6409658,106.8030892,7.990159543,6,29,6,56,453,1,8,559,69.9610560955,gurgaon.csv,dummy,True
Gurgaon,Palam Vihar,53.7131425,-111.743338,2.140527868,7,26,3,16,222,41,14,329,153.7004048947,gurgaon.csv,dummy,True
Gurgaon,Palam Vihar Extn,23.913205,116.464983,2.713599222,8,16,4,33,343,33,2,439,161.7777586465,gurgaon.csv,dummy,True
Gurgaon,Pataudi,-4.0438672,144.0711745,4.698606313,3,13,7,63,717,34,24,861,183.2458270909,gurgaon.csv,dummy,True
Gurgaon,Patel Nagar,30.1942963,120.1148934,3.166203552,8,20,5,61,121,41,29,285,90.0131641315,gurgaon.csv,dummy,True
Gurgaon,Rajendra Park,41.0716946,-8.0890423,5.68960067,0,27,5,53,286,43,9,423,74.3461667232,gurgaon.csv,dummy,True
Gurgaon,Sector 67 A,42.4385891,-8.5995773,6.514051147,7,16,8,41,221,60,15,368,56.4932622872,gurgaon.csv,dummy,True
Gurgaon,Sector M-1,-7.7090989,109.6922026,1.316783142,4,18,6,24,343,42,29,466,353.8927444744,gurgaon.csv,dummy,True
Gurgaon,Sector M-1 A,28.570101,115.797775,7.469002905,2,3,8,8,844,45,15,925,123.8451787695,gurgaon.csv,dummy,True
Gurgaon,Sector M-1 B,41.2479207,-8.3626963,5.266931246,6,12,4,48,755,50,20,895,169.9281722502,gurgaon.csv,dummy,True
Gurgaon,Sector M-1 C,-7.5208,108.6747,2.384966956,0,10,2,42,126,25,18,223,93.5023436861,gurgaon.csv,dummy,True
Gurgaon,Sector M-10,26.7831243,85.2774207,7.39225181,1,8,3,9,721,60,22,824,111.4680642893,gurgaon.csv,dummy,True
Gurgaon,Sector M-11,24.364134,114.562955,5.02763972,9,8,8,14,314,45,21,419,83.339304989,gurgaon.csv,dummy,True
Gurgaon,Sector M-12,-24.2670414,-52.7241914,3.536031324,9,24,10,62,764,54,26,949,268.3799754711,gurgaon.csv,dummy,True
Gurgaon,Sector M-13,54.8539133,38.5734956,6.610631446,4,13,7,55,158,55,9,301,45.5327153629,gurgaon.csv,dummy,True
Gurgaon,Sector M-14,-14.4861733,35.253304,4.103889903,4,28,1,73,456,21,16,599,145.9590813004,gurgaon.csv,dummy,True
Gurgaon,Sector M-15,38.2956138,140.9969841,7.808259561,1,4,3,5,170,6,25,214,27.4068757997,gurgaon.csv,dummy,True
Gurgaon,Sector M-16,41.5728211,23.7282719,3.457028961,5,2,4,67,214,12,28,332,96.0362217804,gurgaon.csv,dummy,True
Gurgaon,Sector M-1D,-7.0511949,111.2517127,2.754782649,3,11,5,27,581,29,27,683,247.9324458675,gurgaon.csv,dummy,True
Gurgaon,Sector M-3,67.6107356,33.6724007,4.817510524,8,2,7,16,754,57,15,859,178.3078616478,gurgaon.csv,dummy,True
Gurgaon,Sector M-4,-4.1393386,39.3180297,3.929521639,1,19,5,31,367,1,20,444,112.9908525235,gurgaon.csv,dummy,True
Gurgaon,Sector M-5,53.3723602,-0.7009333,6.437123358,7,8,5,47,277,50,10,404,62.7609535396,gurgaon.csv,dummy,True
Gurgaon,Sector M-6,-0.7771138,34.9458389,1.030056356,5,12,3,42,853,34,5,954,926.1629176336,gurgaon.csv,dummy,True
Gurgaon,Sector M-7,14.740281,-91.2062,5.466157877,5,26,8,7,415,16,9,486,88.9107140584,gurgaon.csv,dummy,True
Gurgaon,Sector M-8,30.311056,112.255583,1.550112645,2,5,4,41,266,31,27,376,242.5630170896,gurgaon.csv,dummy,True
Gurgaon,Sector M-9,55.9180886,39.1784374,2.666383282,3,30,6,40,485,59,7,630,236.2751087786,gurgaon.csv,dummy,True
Gurgaon,Sector-1,13.83446,44.11469,6.425665185,2,9,5,79,664,48,25,832,129.4807581855,gurgaon.csv,dummy,True
Gurgaon,Sector-10,43.5963366,5.4044268,5.732461073,0,28,1,77,564,53,22,745,129.9616326239,gurgaon.csv,dummy,True
Gurgaon,Sector-10 A,29.998435,101.957145,5.066572189,7,27,2,44,480,56,25,641,126.5155170179,gurgaon.csv,dummy,True
Gurgaon,Sector-100,1.386973,173.138978,6.178579167,4,5,1,30,891,18,21,970,156.9940230241,gurgaon.csv,dummy,True
Gurgaon,Sector-101,18.6642304,105.7556564,3.940216036,10,3,10,37,113,49,4,226,57.3572611083,gurgaon.csv,dummy,True
Gurgaon,Sector-102,42.891255,129.508945,2.43838653,9,18,4,9,267,36,8,351,143.9476455769,gurgaon.csv,dummy,True
Gurgaon,Sector-103,31.23285,121.467218,1.518900125,4,5,1,40,714,39,19,822,541.181073377,gurgaon.csv,dummy,True
Gurgaon,Sector-103 A,14.7596318,121.0589081,6.655839754,8,29,4,39,729,13,13,835,125.4537415054,gurgaon.csv,dummy,True
Gurgaon,Sector-104,35.00394,104.634983,2.729320151,10,22,1,22,459,18,6,538,197.1186853264,gurgaon.csv,dummy,True
Gurgaon,Sector-105,22.7675252,104.1059408,5.362755692,3,19,3,38,176,17,30,286,53.3307904417,gurgaon.csv,dummy,True
